"Ptagis_ID","Year","Method"
"SULFUC",2009,"Shock"
"SULFUC",2010,"Shock"
"SULFUC",2011,"Shock"
"SULFUC",2012,"Shock"
"SULFUC",2013,NA
"SULFUC",2014,"Shock"
"SULFUC",2015,"Shock"
"SULFUC",2016,"Shock"
"SULFUC",2017,NA
"SULFUC",2018,NA
"SULFUC",2019,"Shock"
"SULFUC",2020,NA
"SULFUC",2021,NA
"SULFUC",2022,NA
"SULFUC",2023,NA
"SULFUC",2024,NA
"SULFUC",1992,"Shock"
"SULFUC",1993,NA
"SULFUC",1994,"Both"
"SULFUC",1995,NA
"SULFUC",1996,NA
"SULFUC",1997,NA
"SULFUC",1998,"Shock"
"SULFUC",1999,"Shock"
"SULFUC",2000,NA
"SULFUC",2001,NA
"SULFUC",2002,"Both"
"SULFUC",2003,"Seine"
"SULFUC",2004,"Seine"
"SULFUC",2005,"Both"
"SULFUC",2006,NA
"SULFUC",2007,"Shock"
"SULFUC",2008,"Shock"
"SULFUC",2009,"Shock"
"SULFUC",2010,"Shock"
"SULFUC",2011,"Shock"
"SULFUC",2012,"Shock"
"SULFUC",2013,NA
"SULFUC",2014,"Shock"
"SULFUC",2015,"Shock"
"SULFUC",2016,"Shock"
"SULFUC",2017,NA
"SULFUC",2018,NA
"SULFUC",2019,"Shock"
"SULFUC",2020,NA
"SULFUC",2021,NA
"SULFUC",2022,NA
"SULFUC",2023,NA
"SULFUC",2024,NA
"VALEYC",1992,"Shock"
"VALEYC",1993,"Shock"
"VALEYC",1994,"Both"
"VALEYC",1995,NA
"VALEYC",1996,NA
"VALEYC",1997,NA
"VALEYC",1998,"Both"
"VALEYC",1999,"Both"
"VALEYC",2000,"Shock"
"VALEYC",2001,"Shock"
"VALEYC",2002,"Both"
"VALEYC",2003,"Both"
"VALEYC",2004,"Both"
"VALEYC",2005,"Both"
"VALEYC",2006,"Both"
"VALEYC",2007,"Shock"
"VALEYC",2008,"Shock"
"VALEYC",2009,"Shock"
"VALEYC",2010,"Shock"
"VALEYC",2011,"Both"
"VALEYC",2012,"Shock"
"VALEYC",2013,"Both"
"VALEYC",2014,"Both"
"VALEYC",2015,"Both"
"VALEYC",2016,"Both"
"VALEYC",2017,"Shock"
"VALEYC",2018,"Shock"
"VALEYC",2019,"Both"
"VALEYC",2020,NA
"VALEYC",2021,"Both"
"VALEYC",2022,NA
"VALEYC",2023,NA
"VALEYC",2024,NA
"VALEYC",1992,"Shock"
"VALEYC",1993,"Shock"
"VALEYC",1994,"Both"
"VALEYC",1995,NA
"VALEYC",1996,NA
"VALEYC",1997,NA
"VALEYC",1998,"Both"
"VALEYC",1999,"Both"
"VALEYC",2000,"Shock"
"VALEYC",2001,"Shock"
"VALEYC",2002,"Both"
"VALEYC",2003,"Both"
"VALEYC",2004,"Both"
"VALEYC",2005,"Both"
"VALEYC",2006,"Both"
"VALEYC",2007,"Shock"
"VALEYC",2008,"Shock"
"VALEYC",2009,"Shock"
"VALEYC",2010,"Shock"
"VALEYC",2011,"Both"
"VALEYC",2012,"Shock"
"VALEYC",2013,"Both"
"VALEYC",2014,"Both"
"VALEYC",2015,"Both"
"VALEYC",2016,"Both"
"VALEYC",2017,"Shock"
"VALEYC",2018,"Shock"
"VALEYC",2019,"Both"
"VALEYC",2020,NA
"VALEYC",2021,"Both"
"VALEYC",2022,NA
"VALEYC",2023,NA
"VALEYC",2024,NA
